Description,Incursion Type,LAB,STID ,Zone,Northing,Easting,DH,Depth,Assay Type,COA,Sample Weight,Au,Pt,Pd,Rh,Ir,Os,Ru,Ag,Al,As,B,Ba,Be,Bi,Ca,Cd,Ce,Co,Cr,Cs,Cu,Cl,Fe,Ga,Ge,Hf,Hg,In,K,La,Li,Mg,Mn,Mo,Na,Nb,Ni,P,Pb,Rb,Re,S,Sb,Sc,Se,Sn,Sr,Ta,Te,Th,Ti,Tl,U,V,W,Y,Zn,Zr,Dy,Er,Eu,Gd,Ho,Lu,Nd,Pr,Sm,Tb,Tm,Yb
,HY20,ALS,157879,1,3907534,457151,87,20,4-Acid Dig,COA_RE20206582.pdf,5.05,0.01,0,0,0,,,,0.29,72300,60.7,120,690,1.94,0.17,61100,0.19,56.7,12.4,35,7.35,26.1,,34200,19.95,0.17,1.6,,0.05,,28.9,251,19500,645,3.26,20100,10.6,23.8,870,14.8,98.8,0.01,2900,4.56,9.8,1,1.8,830,0.7,0,9.39,3470,0.51,5.7,88,10.8,14.4,104,49.7,2.59,1.39,0.83,3.23,0.5,0.19,22.5,6.34,4.09,0.46,0.2,1.3
,HY20,ALS,157676,1,3907133,456744,88,5,4-Acid Dig,COA_RE20206582.pdf,5.43,0.03,0,0,0,,,,0.13,77600,48.8,140,680,2.51,0.2,32900,0.15,50.2,14,49,8.34,33.2,,38600,23.5,0.32,1.7,,0.07,,25.8,156,15700,779,18.5,18800,10.9,35.2,860,16.4,85.8,0.01,9500,7.47,11.3,2,2.2,418,0.74,0,8.88,3400,0.65,2.2,84,6.8,14.6,118,59.7,2.96,1.61,0.85,3.48,0.51,0.2,22.4,5.87,4.51,0.48,0.22,1.45
,HY20,ALS,157677,1,3907133,456744,88,5,4-Acid Dig,COA_RE20206582.pdf,4.03,0.03,0,0,0,,,,0.12,81100,56.9,140,720,2.41,0.22,33200,0.14,56.8,16.1,52,9.32,30.9,,41500,25.2,0.13,1.8,,0.07,,26.6,158,16900,820,18.7,20100,12,35.9,920,16.4,94.4,0.01,9800,7.59,13.5,1,2.1,438,0.75,0,9.73,3740,0.61,2.4,87,7.8,16.3,121,60.3,3.13,1.61,0.99,3.77,0.58,0.23,24.7,6.64,4.59,0.55,0.23,1.48
,HY20,ALS,157678,1,3907133,456744,88,10,4-Acid Dig,COA_RE20206582.pdf,3.57,0.02,0,0,0,,,,0.06,74000,94,160,670,2,0.21,56600,0.1,57.1,14.2,43,7.41,27,,36900,22.2,0.12,1.5,,0.05,,28.9,233,19900,862,11,19600,11.8,31.2,930,16.7,105,0.01,24200,5.98,11.4,1,2,2970,0.74,0.05,9.8,3650,0.54,6.5,92,10.5,15.8,113,48.9,2.9,1.45,0.96,3.45,0.53,0.2,24.2,6.61,4.41,0.51,0.21,1.32
,HY20,ALS,157679,1,3907133,456744,88,15,4-Acid Dig,COA_RE20206582.pdf,3.37,0.02,0,0,0,,,,0.05,75100,94.2,170,730,2.37,0.21,37000,0.12,56.7,15.8,51,8.49,29.8,,40800,24.5,0.12,1.6,,0.06,,27.1,293,24100,823,5.49,19900,13.4,35.2,1040,17.8,103.5,0,2700,6.56,12.6,1,2.2,1425,0.86,0,10.1,4120,0.59,6.3,102,13.4,16.7,125,53.3,3.07,1.59,0.99,3.68,0.57,0.22,24.4,6.65,4.5,0.54,0.23,1.48
,HY20,ALS,157680,1,3907133,456744,88,20,4-Acid Dig,COA_RE20206582.pdf,7.53,0.02,0,0,0,,,,0.28,74400,73.6,140,670,2.05,0.2,58900,0.2,59.2,14,44,7.91,27.3,,37700,21.9,0.1,1.5,,0.06,,29.4,260,21400,713,4.32,18500,12,29.6,940,15.1,106,0,3200,5.79,11.4,1,2,1025,0.75,0,10.4,3670,0.52,5.8,99,11.7,16.1,111,48.4,2.84,1.48,0.96,3.52,0.54,0.2,24.5,6.6,4.42,0.51,0.22,1.36
,HY20,ALS,157872,1,3907127,457140,89,5,4-Acid Dig,COA_RE20206582.pdf,5.73,0.02,0,0,0,,,,0.09,77400,38,130,690,2.2,0.21,48600,0.11,56.8,13.4,41,8.43,27.3,,37700,21.8,0.13,1.8,,0.05,,27.8,166.5,17000,762,14.35,25400,10.5,27.8,860,14.9,98.7,0.01,20400,4.99,11.3,1,1.8,1030,0.68,0,9.74,3510,0.51,2.9,77,5.5,15.2,114,58.6,2.76,1.46,0.86,3.42,0.53,0.2,23,6.44,4.36,0.5,0.21,1.35
,HY20,ALS,157873,1,3907127,457140,89,10,4-Acid Dig,COA_RE20206582.pdf,5.67,0.01,0,0,0,,,,0.1,66300,66.7,210,460,1.81,0.17,64500,0.1,54.1,11.3,32,6.8,24,,31800,19.8,0.15,1.5,,0.05,,28.3,244,18000,726,19.45,22300,10.6,23.1,770,14.7,98,0.01,37100,4.48,9.8,1,1.8,2130,0.66,0.05,9.16,3290,0.5,6.1,75,8.1,14,97,48.3,2.48,1.37,0.81,3.13,0.49,0.19,21.8,6.2,3.99,0.46,0.2,1.23
,HY20,ALS,157874,1,3907127,457140,89,15,4-Acid Dig,COA_RE20206582.pdf,4.36,0.01,0,0,0,,,,0.08,65200,64.5,170,410,1.71,0.16,76500,0.09,49.1,11,34,6.87,23,,32000,18.1,0.12,1.6,,0.04,,25.4,246,19800,593,10.05,20100,9.9,22.3,820,13.6,94.2,0.01,46000,4.48,8.9,1,1.7,2170,0.66,0,8.6,3310,0.46,5.7,77,8.3,13.3,99,63,2.41,1.3,0.77,2.91,0.47,0.18,19.9,5.72,3.68,0.44,0.19,1.19
,HY20,ALS,157875,1,3907127,457140,89,20,4-Acid Dig,COA_RE20206582.pdf,4.25,0.03,0,0,0,,,,0.14,60300,53.6,150,490,1.72,0.17,82900,0.13,51,10.4,30,6.79,22.2,,29700,17.7,0.11,1.4,,0.05,,26.1,253,18600,526,7.32,18800,9.6,20.8,750,11.7,89.9,0.01,35200,4.04,8.8,1,1.7,2240,0.62,0,8.69,2980,0.46,6,73,8.7,13,91,44.1,2.31,1.26,0.72,2.87,0.45,0.17,20.3,5.85,3.72,0.42,0.18,1.14
,HY20,ALS,157702,1,3906736,456744,90,5,4-Acid Dig,COA_RE20206582.pdf,2.68,0.02,0,0,0,,,,0.14,82600,49.1,140,700,2.49,0.22,29300,0.13,60.4,15.7,50,9.54,31.2,,42200,25.3,0.14,1.8,,0.07,,28.9,170.5,17700,828,21.3,24900,11.9,34.6,930,15.9,102,0.02,7000,6.79,13.3,1,2.1,411,0.76,0,10.05,3690,0.58,2.3,86,6.7,16.5,123,61.6,3.06,1.56,0.96,3.74,0.58,0.23,25.7,6.98,4.71,0.54,0.23,1.46
,HY20,ALS,157703,1,3906736,456744,90,10,4-Acid Dig,COA_RE20206582.pdf,4.22,0.01,0,0,0,,,,0.05,66900,74.9,180,420,1.81,0.18,72000,0.09,51.9,12.2,37,6.72,23.2,,33200,19.2,0.11,1.4,,0.05,,25.7,223,18100,676,10.85,19200,10.5,26.1,840,14.3,93.1,0,41200,4.99,9.6,1,1.7,2670,0.68,0.05,8.73,3330,0.5,5.9,82,8.2,14,99,44.4,2.55,1.3,0.83,3.04,0.48,0.18,22,5.99,4.03,0.45,0.19,1.18
,HY20,ALS,157704,1,3906736,456744,90,15,4-Acid Dig,COA_RE20206582.pdf,4.71,0.02,0,0,0,,,,0.05,69500,80.8,170,410,1.96,0.18,70900,0.09,53.8,12.7,39,7.45,24.7,,34800,20,0.1,1.4,,0.05,,26.8,247,20800,703,5.26,17000,11.3,27.4,920,14.2,99.5,0,38100,5.24,10.2,1,1.9,2010,0.71,0,9.01,3520,0.5,6.1,87,9.7,14.4,105,45.6,2.59,1.33,0.85,3.17,0.48,0.19,22.6,6.13,4.09,0.46,0.19,1.25
,HY20,ALS,157705,1,3906736,456744,90,20,4-Acid Dig,COA_RE20206582.pdf,5.15,0.02,0,0,0,,,,0.27,66600,68.2,140,550,1.75,0.17,79600,0.19,50.8,11.8,36,6.86,23.1,,33400,18.2,0.1,1.4,,0.05,,25.3,237,19700,615,3.74,15700,10.2,24.4,840,13.3,89,0,30000,4.85,9.4,1,1.8,2170,0.65,0,8.99,3250,0.48,5.9,86,10,13.6,99,43.1,2.5,1.26,0.8,2.97,0.46,0.18,21.2,5.78,3.86,0.43,0.18,1.15
,HY20,ALS,157710,1,3906716,457152,91,5,4-Acid Dig,COA_RE20206582.pdf,4.49,0.02,0,0,0,,,,0.16,81700,34.8,160,650,2.29,0.22,28900,0.14,59.2,14.4,43,9.02,30.7,,39900,24.3,0.22,2.2,,0.07,,32.8,153.5,17500,771,16.6,26300,11.7,30.2,890,17.2,102,0.03,6500,5.94,12.4,1,2.2,394,0.82,0,10.5,3500,0.66,2.7,80,5.8,16.5,121,65.1,3.03,1.58,1.01,3.57,0.58,0.23,25.2,7.03,5.36,0.53,0.23,1.54
,HY20,ALS,157711,1,3906716,457152,91,10,4-Acid Dig,COA_RE20206582.pdf,3.8,0.01,0,0,0,,,,0.09,61200,53.1,190,250,1.56,0.17,73800,0.09,44.9,9.7,30,5.97,20.8,,28800,17.25,0.15,1.4,,0.05,,26.2,184,15900,606,39.2,22800,9.9,21,740,14.5,83.6,0.02,42100,4.26,8,1,1.7,2690,0.67,0,7.78,2970,0.49,5.5,69,6.4,13,89,44.8,2.24,1.16,0.77,2.77,0.44,0.17,19.5,5.39,4.01,0.4,0.18,1.16
,HY20,ALS,157712,1,3906716,457152,91,15,4-Acid Dig,COA_RE20206582.pdf,7.05,0.01,0,0,0,,,,0.09,63200,66.7,200,250,1.63,0.18,69900,0.1,48.4,10.4,32,6.77,23.1,,30400,18,0.13,1.6,,0.05,,27.8,217,18700,570,42.3,22800,10.9,22.6,780,15,92.1,0.01,37500,4.83,8.5,0,1.8,2030,0.73,0,8.4,3090,0.52,6.5,75,7.7,13.7,95,46.6,2.43,1.3,0.82,2.82,0.47,0.18,20.8,5.76,4.37,0.42,0.19,1.22
,HY20,ALS,157713,1,3906716,457152,91,20,4-Acid Dig,COA_RE20206582.pdf,5.11,0.01,0,0,0,,,,0.33,51500,73.3,150,160,1.33,0.16,102500,0.28,41.6,8.5,25,5.45,19.8,,25000,14.9,0.11,1.3,,0.04,,23.2,185.5,14800,469,27.6,18700,8.4,17.9,620,12.1,74.1,0.01,57600,4.15,7,1,1.6,2590,0.6,0,7.31,2440,0.49,7.1,66,7.5,11.7,76,38.2,2.06,1.03,0.67,2.46,0.39,0.15,17.7,4.92,3.77,0.36,0.16,1.01
,HY20,ALS,157719,1,3906706,457558,92,5,4-Acid Dig,COA_RE20206582.pdf,3.49,0.01,0,0,0,,,,0.2,78000,28.5,140,610,2.22,0.21,27400,0.16,57.2,13.6,38,8.34,30,,37800,23.2,0.18,2,,0.06,,31.6,142,16200,748,11.9,27900,11.6,27.3,870,16.1,101.5,0.03,5900,4.97,12,1,2.1,380,0.78,0,10,3390,0.62,2.6,76,4.9,16.2,116,61.5,2.91,1.53,0.95,3.52,0.55,0.22,24.1,6.74,5.11,0.52,0.23,1.48
,HY20,ALS,157720,1,3906706,457558,92,10,4-Acid Dig,COA_RE20206582.pdf,6.07,0.01,0,0,0,,,,0.14,64800,46.3,180,380,1.78,0.17,61300,0.14,48.7,10.3,29,6.37,23.1,,30700,18.75,0.16,1.6,,0.05,,27.6,169.5,15400,607,10.45,26700,10.4,21.5,760,14,87.3,0.02,33400,4.11,9.1,1,1.8,2230,0.71,0,8.43,3030,0.51,4.5,69,5.9,13.9,95,48.4,2.47,1.28,0.81,2.91,0.46,0.18,20.9,5.81,4.34,0.42,0.19,1.24
,HY20,ALS,157721,1,3906706,457558,92,15,4-Acid Dig,COA_RE20206582.pdf,4.54,0.01,0,0,0,,,,0.13,59200,59.7,190,290,1.53,0.17,80400,0.15,45.7,9.2,29,5.92,21.1,,28200,16.3,0.11,1.4,,0.05,,25.7,208,18200,522,18.35,26800,9.9,19.2,730,13.5,82.3,0.02,42900,4.06,7.7,1,1.7,2700,0.68,0,7.92,3010,0.5,6.6,70,7.2,12.7,89,41.4,2.31,1.21,0.75,2.69,0.43,0.17,19.7,5.36,4.15,0.41,0.17,1.2
,HY20,ALS,157722,1,3906706,457558,92,20,4-Acid Dig,COA_RE20206582.pdf,5.16,0.01,0,0,0,,,,0.28,47000,72.6,160,120,1.2,0.14,106500,0.22,36.1,7.3,23,4.72,17,,22400,13,0.07,1.1,,0.04,,20.3,160,13200,417,51,20900,7.3,14.9,570,10.6,64.9,0.01,66800,3.49,6.1,0,1.4,2630,0.53,0,6.47,2290,0.43,6.3,57,6.3,10.1,68,33.6,1.81,0.96,0.6,2.17,0.34,0.14,15.5,4.24,3.2,0.32,0.14,0.88
,HY20,ALS,157863,1,3906724,457936,93,5,4-Acid Dig,COA_RE20199978.pdf,5.54,0.02,0,0,0,,,,0.14,76900,33,150,610,1.94,0.22,35800,0.15,62,12.9,37,7.98,32.7,,38600,22.8,0.14,1.9,,0.06,,33,145.5,17000,771,9.75,29100,11.2,26.3,960,15.2,109,0.02,12100,4.39,11.1,0,2.2,831,0.79,0,10.65,3490,0.58,3,83,5.9,16.5,120,62.1,3.16,1.7,0.89,3.64,0.56,0.21,25.6,6.86,4.77,0.51,0.23,1.51
,HY20,ALS,157864,1,3906724,457936,93,10,4-Acid Dig,COA_RE20199978.pdf,4.7,0.01,0,0,0,,,,0.12,62200,56.4,190,370,1.63,0.16,80300,0.14,50.2,10.2,27,5.58,23.8,,28400,17.5,0.12,1.4,,0.05,,27.3,182.5,16100,576,8.1,29400,9.9,19,760,13.2,93.4,0.02,44500,3.65,8.2,1,1.8,2260,0.69,0.05,8.39,3090,0.49,6.1,73,7.6,13,89,47,2.55,1.39,0.73,2.94,0.45,0.17,20.9,5.65,3.9,0.41,0.19,1.25
,HY20,ALS,157865,1,3906724,457936,93,15,4-Acid Dig,COA_RE20199978.pdf,3.48,0.01,0,0,0,,,,0.11,55700,59.2,170,290,1.38,0.15,91800,0.13,43.7,8.9,25,5.38,21.8,,25900,15.15,0.07,1.3,,0.04,,23.8,192.5,17300,471,36,28800,8.5,18,710,11.2,81.2,0.02,51300,3.48,7.2,1,1.7,2640,0.6,0,7.31,2690,0.42,5.7,67,8.3,10.9,81,46.4,2.24,1.17,0.64,2.49,0.4,0.15,17.8,4.89,3.47,0.36,0.16,1.09
,HY20,ALS,157866,1,3906724,457936,93,20,4-Acid Dig,COA_RE20199978.pdf,5.98,0.01,0,0,0,,,,0.28,50800,69.6,150,210,1.25,0.14,107500,0.15,40.5,8,23,4.69,19.6,,23400,13.75,0,1.2,,0.04,,22.5,169,14700,459,58.4,26000,7.5,15.9,630,10.9,72.4,0.01,64400,3.36,6.5,0,1.5,2570,0.55,0,7.02,2410,0.41,6.3,64,8.2,9.8,74,37.4,1.99,1.12,0.58,2.37,0.36,0.13,16.6,4.48,3.2,0.33,0.15,0.94
,HY20,ALS,157664,1,3906704,458344,94,5,4-Acid Dig,COA_RE20199978.pdf,2.92,0.01,0,0,0,,,,0.12,73400,35.3,120,630,2.1,0.2,36200,0.18,56.8,12,34,6.88,30.2,,35600,22.4,0.14,1.6,,0.06,,27.8,167,15900,718,10.5,28800,11.6,25.4,920,15.2,97.8,0.01,10400,4.21,11.1,1,2.1,755,0.79,0,9.74,3420,0.55,3.1,79,4.6,16,108,51.8,2.87,1.52,0.89,3.55,0.58,0.22,23.1,6.31,4.78,0.53,0.23,1.43
,HY20,ALS,157665,1,3906704,458344,94,10,4-Acid Dig,COA_RE20199978.pdf,3.1,0.01,0,0,0,,,,0.11,59700,52.3,170,550,1.59,0.15,64800,0.17,47,8.7,23,4.83,21.9,,26000,16.3,0.12,1.2,,0.05,,24.3,195,14600,607,17.2,29500,9.3,18.1,700,12.6,83.6,0.01,35700,3.47,7.8,1,1.6,2930,0.64,0,8.26,2780,0.4,6,64,6.1,13,78,37.6,2.23,1.18,0.73,2.81,0.44,0.16,18.6,5.15,3.79,0.41,0.17,1.09
,HY20,ALS,157666,1,3906704,458344,94,15,4-Acid Dig,COA_RE20199978.pdf,2.78,0.01,0,0,0,,,,0.13,54700,49.3,150,470,1.33,0.15,91900,0.14,45.9,8.5,23,5.07,20.4,,25500,15.25,0.11,1.1,,0.04,,23.5,214,16200,472,18.05,31600,8.3,17.3,690,11.3,78.8,0.01,50300,3.11,7.4,1,1.5,2490,0.58,0,7.41,2620,0.35,5.5,66,7.2,11.7,77,35.9,2.03,1.09,0.64,2.52,0.4,0.15,17.5,4.88,3.47,0.37,0.17,0.98
,HY20,ALS,157667,1,3906704,458344,94,20,4-Acid Dig,COA_RE20199978.pdf,4,0.01,0,0,0,,,,0.14,46400,78.8,130,350,1.2,0.13,112000,0.12,38.2,7.1,18,4.13,16.8,,21000,12.9,0.1,0.9,,0.03,,19.9,175,12600,423,26.3,25200,7.1,14.2,560,9.6,66.9,0.02,70600,2.95,6.1,1,1.3,2740,0.5,0,6.25,2160,0.34,5.6,56,6.6,10,63,29.9,1.72,0.93,0.54,2.13,0.33,0.13,14.9,4.1,2.95,0.31,0.14,0.91
,HY20,ALS,157698,1,3906318,456740,95,5,4-Acid Dig,COA_RE20206582.pdf,2.73,0.02,0,0,0,,,,0.14,81100,45.6,130,670,2.57,0.22,27100,0.15,56.3,15.7,50,9.04,32.2,,42600,25.3,0.14,1.8,,0.07,,25.7,167,18500,830,15.25,26600,11.9,34.4,980,15.7,97.4,0.02,4000,6.6,13.4,1,2.1,393,0.75,0,9.92,3670,0.58,2.3,87,8.2,16,126,59.9,3.02,1.58,0.97,3.67,0.57,0.23,24,6.46,4.53,0.53,0.23,1.49
,HY20,ALS,157699,1,3906318,456740,95,10,4-Acid Dig,COA_RE20206582.pdf,2.68,0.01,0,0,0,,,,0.07,66700,63.7,180,330,1.79,0.18,78300,0.09,51.5,12.2,37,6.72,23.4,,33200,19.35,0.11,1.4,,0.05,,25.4,213,17900,682,19.2,21800,10.4,25.2,840,13.7,91.4,0.01,45300,4.7,9.7,1,1.8,2400,0.65,0,8.55,3270,0.48,5.6,80,7.4,13.9,99,45.2,2.49,1.27,0.82,3.04,0.46,0.18,21.5,5.98,3.94,0.44,0.19,1.18
,HY20,ALS,157700,1,3906318,456740,95,15,4-Acid Dig,COA_RE20206582.pdf,1.76,0.01,0,0,0,,,,0.07,66300,70.3,180,290,1.72,0.17,85300,0.1,50,11.8,37,6.31,22.9,,33400,18.45,0.08,1.3,,0.05,,25,220,19000,736,14.2,20900,10.4,24.9,840,13.2,92.7,0.01,47700,4.7,9.4,1,1.7,2220,0.66,0.05,8.47,3370,0.45,6.1,82,8.5,13.6,100,41.7,2.43,1.22,0.79,2.92,0.46,0.18,21.2,5.76,3.91,0.43,0.18,1.16
,HY20,ALS,157701,1,3906318,456740,95,20,4-Acid Dig,COA_RE20206582.pdf,5.5,0.01,0,0,0,,,,0.09,68100,74.1,170,530,1.83,0.18,75400,0.09,53.9,12.4,37,7.39,25,,34400,19.3,0.09,1.4,,0.05,,26.7,250,20800,616,11.3,20500,10.8,26.3,890,13.5,94.5,0,33800,4.85,10.2,1,1.8,2040,0.69,0,9.15,3370,0.49,6.6,87,9.2,14.4,103,45.5,2.61,1.33,0.86,3.1,0.49,0.19,22.2,6.09,4.06,0.45,0.19,1.2
,HY20,ALS,157920,1,3906316,457146,96,5,4-Acid Dig,COA_RE20206582.pdf,3.73,0.02,0,0,0,,,,0.18,75200,34.5,120,620,2.53,0.22,25800,0.15,47.1,13.5,45,8.11,34.1,,38600,23.1,0.26,1.7,,0.07,,23.2,167.5,16200,774,6.42,26600,10.8,32.1,890,15.5,82.8,0.02,3700,5.6,11.2,1,2.1,358,0.75,0,8.36,3350,0.61,2.3,81,5.7,13.6,120,60.7,2.9,1.58,0.78,3.34,0.52,0.2,20.6,5.5,4.11,0.47,0.21,1.46
,HY20,ALS,157921,1,3906316,457146,96,10,4-Acid Dig,COA_RE20206582.pdf,2.53,0.01,0,0,0,,,,0.11,62500,53,170,400,1.81,0.17,66600,0.11,48.6,10.2,33,5.86,24.5,,29100,17.45,0.32,1.3,,0.05,,26.3,198,15600,591,10.45,25000,9.4,23.5,750,13.2,86.5,0.01,34900,4.18,8.5,1,1.7,2290,0.66,0,8.24,2920,0.47,5.2,72,6.8,11.5,91,44.4,2.4,1.33,0.73,2.95,0.43,0.15,20.2,5.41,3.99,0.42,0.18,1.2
,HY20,ALS,157922,1,3906316,457146,96,15,4-Acid Dig,COA_RE20206582.pdf,3.96,0.01,0,0,0,,,,0.09,60000,55.7,170,270,1.65,0.17,79400,0.11,46.2,9.9,31,5.92,24.1,,28400,16.75,0.32,1.2,,0.04,,25.1,219,17500,552,15.15,25700,9.3,22.4,760,12.8,87.1,0.01,43700,4.1,7.9,1,1.7,2070,0.64,0,8.11,2960,0.49,5.7,74,7.4,11.1,91,43.3,2.43,1.26,0.7,2.85,0.42,0.15,19,5.17,3.71,0.4,0.18,1.13
,HY20,ALS,157923,1,3906316,457146,96,20,4-Acid Dig,COA_RE20206582.pdf,5.41,0.01,0,0,0,,,,0.16,52600,47.7,150,370,1.46,0.16,98100,0.14,42.7,8.5,26,5.31,21.8,,25000,14.95,0.2,1.1,,0.05,,23.5,209,15400,451,10.9,26700,8.2,18.5,650,9.8,76,0.01,46400,3.44,7.2,1,1.6,2560,0.57,0,7.46,2420,0.41,5.8,67,7.2,10.1,78,42.2,2.13,1.13,0.6,2.56,0.39,0.14,17.6,4.72,3.36,0.36,0.16,1.07
,HY20,ALS,157902,1,3906306,457538,97,5,4-Acid Dig,COA_RE20206582.pdf,3.84,0.02,0,0,0,,,,0.18,80000,34.2,120,590,2.4,0.3,27100,0.22,54.9,14.3,40,8.58,32.9,,40600,24.2,0.19,2.1,,0.07,,29.5,165.5,17300,804,5.79,28800,12.1,28.8,930,16.9,98.4,0.01,5100,5.26,12.3,1,2.3,373,0.86,0,10.4,3590,0.7,2.6,81,5,16.1,128,62.1,3.09,1.62,0.96,3.67,0.58,0.23,23.9,6.56,5.18,0.53,0.24,1.58
,HY20,ALS,157903,1,3906306,457538,97,10,4-Acid Dig,COA_RE20206582.pdf,3.15,0.01,0,0,0,,,,0.12,64100,54,180,300,1.78,0.2,65000,0.15,49.4,10.4,28,6.34,23.4,,30400,18.65,0.16,1.5,,0.06,,28.1,199.5,16300,585,7.62,27900,11,21.2,780,14.7,89.4,0.01,35000,4.18,8.8,1,1.9,2220,0.73,0,8.78,3170,0.54,5.4,72,6.2,14,96,47.7,2.53,1.3,0.84,3,0.47,0.2,21.4,5.9,4.55,0.43,0.19,1.25
,HY20,ALS,157904,1,3906306,457538,97,15,4-Acid Dig,COA_RE20206582.pdf,4.07,0.01,0,0,0,,,,0.12,54900,58.8,170,350,1.49,0.17,82700,0.14,43,8.8,28,5.76,21.2,,26700,15.55,0.14,1.5,,0.04,,24.5,212,17600,498,6.91,29200,8.8,19.3,710,12.4,78,0.01,43300,3.93,7.3,1,1.6,2480,0.66,0,7.84,2680,0.49,6,68,7.4,11.9,85,40.2,2.14,1.12,0.68,2.53,0.4,0.17,18.3,5.14,3.89,0.36,0.16,1.09
,HY20,ALS,157905,1,3906306,457538,97,20,4-Acid Dig,COA_RE20206582.pdf,5.27,0.01,0,0,0,,,,0.15,46600,52.7,140,170,1.18,0.14,102000,0.13,36.7,7.2,23,4.84,17.1,,22600,12.85,0.11,1.1,,0.04,,20.7,176,14300,421,9.06,27100,7.4,14.9,590,10,63.7,0.01,59200,3.28,6,1,1.4,2520,0.55,0,6.38,2300,0.39,5.4,58,6.6,9.9,70,33,1.83,0.92,0.57,2.12,0.33,0.13,15.5,4.31,3.29,0.31,0.14,0.89
,HY20,ALS,157668,1,3906316,457943,98,5,4-Acid Dig,COA_RE20199978.pdf,3.27,0.02,0,0,0,,,,0.88,77800,31.8,120,590,2.05,0.23,27500,0.44,53.7,14.1,40,8.16,35.8,,42000,24,0.12,1.8,,0.07,,25.4,157,18100,831,6.85,28900,11.6,29.4,980,16.1,94.4,0.01,5000,4.72,12.3,1,2.3,346,0.8,0,9.54,3590,0.58,2.4,88,4.8,15.2,127,61.6,2.95,1.57,0.85,3.5,0.58,0.23,21.5,5.94,4.48,0.53,0.24,1.5
,HY20,ALS,157669,1,3906316,457943,98,10,4-Acid Dig,COA_RE20199978.pdf,3.54,0.01,0,0,0,,,,0.56,61900,55.5,160,520,1.51,0.18,72100,0.29,49.1,9.9,26,5.63,23.4,,29800,17.2,0.11,1.3,,0.05,,25.9,191,16600,678,8.1,30300,9.8,20,760,13.9,90.3,0.01,39600,3.68,8.6,0,1.7,2630,0.67,0,8.45,3050,0.43,5.8,73,6.6,13.1,92,42.1,2.38,1.26,0.74,2.89,0.46,0.18,19.4,5.37,3.93,0.44,0.19,1.13
,HY20,ALS,157670,1,3906316,457943,98,15,4-Acid Dig,COA_RE20199978.pdf,2.66,0.01,0,0,0,,,,0.43,54100,57.6,150,460,1.31,0.15,83900,0.23,44.8,9.1,25,5.54,21.6,,26500,15.7,0.11,1.1,,0.04,,23.3,205,17200,492,20.5,29800,8.7,19,700,11.7,83.1,0.01,46900,3.66,7.7,1,1.6,2260,0.6,0,7.47,2660,0.4,5.4,68,7.1,11.9,81,38.9,2.14,1.12,0.66,2.58,0.41,0.16,17.4,4.85,3.55,0.39,0.16,1.04
,HY20,ALS,157671,1,3906316,457943,98,20,4-Acid Dig,COA_RE20199978.pdf,5.65,0.01,0,0,0,,,,0.91,44500,73.5,130,360,0.97,0.13,116000,0.38,36.6,7.1,21,4.21,17.6,,21300,12.25,0.11,1,,0.04,,18.8,164,13100,428,34,25800,6.7,14.8,550,9.9,64.2,0.01,72400,2.99,6.1,0,1.3,2680,0.49,0,6.08,2080,0.33,5.6,57,6.5,9.5,64,31.2,1.7,0.89,0.53,2.06,0.34,0.14,14.1,3.96,2.81,0.31,0.13,0.84
,HY20,ALS,157659,1,3906299,458349,99,5,4-Acid Dig,COA_RE20199978.pdf,2.32,0.01,0,0,0,,,,0.09,71300,44.5,130,600,1.81,0.2,53900,0.15,58.2,11.4,29,6.55,27.5,,33900,20.6,0.13,1.5,,0.06,,29.6,165,15900,673,24.1,24700,11,22.9,860,13.9,99.7,0.02,22200,4.03,10.3,2,1.9,890,0.76,0,9.49,3270,0.5,3.7,78,4.9,15.2,102,49.1,2.75,1.47,0.85,3.44,0.52,0.21,22.5,6.51,4.62,0.5,0.22,1.34
,HY20,ALS,157660,1,3906299,458349,99,10,4-Acid Dig,COA_RE20199978.pdf,2.05,0.01,0,0,0,,,,0.1,70700,47.9,130,640,1.93,0.18,46300,0.2,56.3,10.2,27,5.34,22,,29900,19.65,0.13,1.3,,0.05,,29.1,181.5,14000,700,40,37000,11.4,20,770,14.2,95.6,0.01,3800,3.89,9,1,1.9,903,0.79,0,9.15,3340,0.47,5,79,8.6,15.3,85,41.7,2.73,1.44,0.91,3.38,0.53,0.2,22.7,6.28,4.56,0.5,0.21,1.32
,HY20,ALS,157661,1,3906299,458349,99,15,4-Acid Dig,COA_RE20199978.pdf,3.38,0.01,0,0,0,,,,0.09,70600,32,120,680,2.05,0.17,43000,0.19,48.8,9.8,28,5.49,22.4,,29500,19.8,0.11,1.3,,0.05,,24.7,188.5,14800,592,25.6,35900,11.9,20.4,830,14.5,92,0.01,2100,3.58,8.7,1,1.9,433,0.81,0,7.97,3380,0.49,3.7,75,5.8,14.6,86,41.2,2.51,1.39,0.81,3.17,0.5,0.2,20.5,5.58,4.15,0.47,0.21,1.31
